"campusId","distance","duration","legs","originPostcode","postcode","ukprn"
"UCL  Main Campus","1.0","15.0","0","WC1"," WC1E 6BT","10007784"
"UCL  Main Campus","1.0","12.0","0","WC1A"," WC1E 6BT","10007784"
"UCL  Main Campus","1.0","7.0","0","WC1B"," WC1E 6BT","10007784"
"UCL  Main Campus","0.0","4.0","0","WC1E"," WC1E 6BT","10007784"
"UCL  Main Campus","0.0","10.0","0","WC1H"," WC1E 6BT","10007784"
"UCL  Main Campus","1.0","17.0","0","WC1N"," WC1E 6BT","10007784"
"UCL  Main Campus","2.0","23.0","0","WC1R"," WC1E 6BT","10007784"
"UCL  Main Campus","1.0","18.0","0","WC1V"," WC1E 6BT","10007784"
"UCL  Main Campus","2.0","32.0","0","WC1X"," WC1E 6BT","10007784"
"UCL  Main Campus","1.0","15.0","0","WC2"," WC1E 6BT","10007784"
"UCL  Main Campus","2.0","23.0","0","WC2A"," WC1E 6BT","10007784"
"UCL  Main Campus","1.0","16.0","0","WC2B"," WC1E 6BT","10007784"
"UCL  Main Campus","1.0","17.0","0","WC2E"," WC1E 6BT","10007784"
"UCL  Main Campus","1.0","12.0","0","WC2H"," WC1E 6BT","10007784"
"UCL  Main Campus","2.0","12.0","0","WC2N"," WC1E 6BT","10007784"
"UCL  Main Campus","3.0","17.0","0","WC2R"," WC1E 6BT","10007784"
"UCL  Main Campus","1.0","13.0","0","W1A"," WC1E 6BT","10007784"
"UCL  Main Campus","5.0","20.0","0","E77"," WC1E 6BT","10007784"
"UCL  Main Campus","6.0","44.0","0","E98"," WC1E 6BT","10007784"
"UCL  Main Campus","3.0","19.0","0","EC1P"," WC1E 6BT","10007784"
"UCL  Main Campus","3.0","19.0","0","EC4P"," WC1E 6BT","10007784"
"UCL  Main Campus","3.0","19.0","0","EC50"," WC1E 6BT","10007784"
"UCL  Main Campus","3.0","24.0","0","N1P"," WC1E 6BT","10007784"
"UCL  Main Campus","1.0","12.0","0","NW1W"," WC1E 6BT","10007784"
"UCL  Main Campus","8.0","42.0","0","SE1P"," WC1E 6BT","10007784"
"UCL  Main Campus","8.0","28.0","0","SW99"," WC1E 6BT","10007784"
"UCL  Main Campus","12.0","55.0","0","E20"," WC1E 6BT","10007784"
