id,postcode,latitude,longitude
726,W1B 5,51.5114,-0.138059
727,W1C 1,51.5148,-0.149768
728,W1C 2,51.5141,-0.149156
729,W1D 1,51.5162,-0.135655
730,W1D 2,51.5157,-0.135902
731,W1D 3,51.5148,-0.132798
732,W1D 4,51.5138,-0.131411
733,W1D 5,51.5127,-0.130679
734,W1D 6,51.5116,-0.132202
735,W1D 7,51.5112,-0.134168
736,W1F 0,51.5131,-0.134455
737,W1F 7,51.5139,-0.138678
738,W1F 8,51.5148,-0.135743
739,W1F 9,51.5121,-0.137014
740,W1G 0,51.5162,-0.145192
741,W1G 6,51.5214,-0.149902
742,W1G 7,51.5212,-0.146917
743,W1G 8,51.519,-0.149212
744,W1G 9,51.5179,-0.147399
745,W1H 0,51.5157,-0.152545
746,W1H 1,51.5197,-0.161358
747,W1H 2,51.5188,-0.160986
748,W1H 3,51.5191,-0.156738
749,W1H 4,51.5193,-0.16283
750,W1H 5,51.5169,-0.162319
751,W1H 6,51.5158,-0.156111
752,W1H 7,51.5153,-0.159498
753,W1H 8,51.5146,-0.159911
754,W1H 9,51.5159,-0.153252
755,W1J 0,51.5091,-0.138908
756,W1J 5,51.5083,-0.147466
757,W1J 6,51.5102,-0.144831
758,W1J 7,51.5059,-0.147652
759,W1J 8,51.5077,-0.143764
760,W1J 9,51.5088,-0.137397
761,W1K 1,51.5069,-0.151146
762,W1K 2,51.5098,-0.152215
763,W1K 3,51.511,-0.147235
764,W1K 4,51.5123,-0.147255
765,W1K 5,51.5134,-0.148662
766,W1K 6,51.5129,-0.153532
767,W1K 7,51.5115,-0.155409
768,W1M 0,51.517,-0.145911
769,W1M 1,51.5197,-0.155783
770,W1M 2,51.5196,-0.156736
771,W1M 3,51.5206,-0.153123
772,W1M 4,51.5206,-0.152557
773,W1M 5,51.5164,-0.151461
774,W1M 6,51.5161,-0.151823
775,W1M 7,51.5191,-0.147595
776,W1M 8,51.5181,-0.148269
777,W1M 9,51.5171,-0.145788
778,W1N 0,51.5153,-0.14258
779,W1N 1,51.5211,-0.14837
780,W1N 2,51.52,-0.147483
781,W1N 3,51.5207,-0.14695
782,W1N 4,51.5203,-0.146024
783,W1N 5,51.5198,-0.142745
784,W1N 6,51.5194,-0.14294
785,W1N 7,51.5169,-0.140043
786,W1N 8,51.5167,-0.140266
787,W1N 9,51.5156,-0.141531
788,W1P 0,51.5205,-0.134797
789,W1P 1,51.5188,-0.134956
790,W1P 2,51.5186,-0.135416
791,W1P 3,51.5176,-0.137145
792,W1P 4,51.517,-0.137199
793,W1P 5,51.5224,-0.13902
794,W1P 6,51.5219,-0.139403
795,W1P 7,51.5199,-0.141008
796,W1P 8,51.5192,-0.141052
797,W1P 9,51.52,-0.134561
798,W1R 0,51.513,-0.143323
799,W1R 1,51.5146,-0.144507
800,W1R 2,51.5143,-0.145816
801,W1R 3,51.5121,-0.136105
802,W1R 4,51.5116,-0.137129
803,W1R 5,51.5129,-0.139163
804,W1R 6,51.5124,-0.139526
805,W1R 7,51.5127,-0.140385
806,W1R 8,51.5126,-0.140982
807,W1R 9,51.5132,-0.143197
808,W1S 1,51.5136,-0.144368
809,W1S 2,51.512,-0.142494
810,W1S 3,51.5104,-0.140285
811,W1S 4,51.509,-0.14182
812,W1T 1,51.5179,-0.134113
813,W1T 2,51.5194,-0.13446
814,W1T 3,51.5177,-0.137303
815,W1T 4,51.5207,-0.136907
816,W1T 5,51.5236,-0.138854
817,W1T 6,51.5226,-0.140723
818,W1T 7,51.5206,-0.133651
819,W1U 1,51.5155,-0.150471
820,W1U 2,51.5172,-0.14999
821,W1U 3,51.5169,-0.152792
822,W1U 4,51.5197,-0.152641
823,W1U 5,51.5215,-0.153047
824,W1U 6,51.5205,-0.157314
825,W1U 7,51.5187,-0.154815
826,W1U 8,51.5177,-0.157063
827,W1V 0,51.5079,-0.140011
828,W1V 1,51.5137,-0.138263
829,W1V 2,51.5139,-0.139202
830,W1V 3,51.514,-0.134756
831,W1V 4,51.514,-0.135585
832,W1V 5,51.5141,-0.131991
833,W1V 6,51.5141,-0.132697
834,W1V 7,51.5114,-0.133007
835,W1V 8,51.5114,-0.13265
836,W1V 9,51.5079,-0.140975
837,W1W 5,51.5222,-0.143387
838,W1W 6,51.52,-0.141645
839,W1W 7,51.5184,-0.140775
840,W1W 8,51.517,-0.138898
841,W1X 0,51.5113,-0.148359
842,W1X 1,51.5107,-0.14082
843,W1X 2,51.5105,-0.141308
844,W1X 3,51.5088,-0.141772
845,W1X 4,51.5086,-0.14208
846,W1X 5,51.5088,-0.14441
847,W1X 6,51.5088,-0.144983
848,W1X 7,51.5087,-0.146981
849,W1X 8,51.5089,-0.146752
850,W1X 9,51.5114,-0.148536
851,W1Y 0,51.5118,-0.144897
852,W1Y 1,51.513,-0.149705
853,W1Y 2,51.5124,-0.150476
854,W1Y 3,51.5102,-0.154333
855,W1Y 4,51.5103,-0.15532
856,W1Y 5,51.5088,-0.151087
857,W1Y 6,51.5089,-0.151044
858,W1Y 7,51.5062,-0.147509
859,W1Y 8,51.5064,-0.147585
860,W1Y 9,51.5125,-0.144803
861,W2 1,51.5182,-0.176045
862,W2 2,51.5149,-0.169775
863,W2 3,51.5133,-0.181895
864,W2 4,51.5131,-0.189392
865,W2 5,51.5173,-0.190839
866,W2 6,51.5167,-0.183159
867,W2 7,51.5104,-0.213626
868,W3 0,51.5164,-0.275415
869,W3 3,51.5005,-0.276985
870,W3 6,51.5105,-0.268261
871,W3 7,51.5083,-0.258064
872,W3 8,51.5023,-0.27405
873,W3 9,51.5077,-0.277148
874,W4 1,51.4952,-0.257573
875,W4 2,51.4888,-0.256778
876,W4 3,51.487,-0.270809
877,W4 4,51.491,-0.266993
878,W4 5,51.4951,-0.266915
879,W4 9,51.4915,-0.262587
880,W5 1,51.5224,-0.305607
881,W5 2,51.5147,-0.304864
882,W5 3,51.5137,-0.295854
883,W5 4,51.5011,-0.305918
884,W5 5,51.5094,-0.305928
885,W5 9,51.5102,-0.307568
886,W6 0,51.4949,-0.235644
887,W6 6,51.4923,-0.238364
888,W6 7,51.4959,-0.227008
889,W6 8,51.4892,-0.222932
890,W6 9,51.4903,-0.232135
891,W7 1,51.5157,-0.333963
892,W7 2,51.503,-0.333258
893,W7 3,51.5111,-0.337742
894,W7 9,51.5046,-0.332815
895,W8 4,51.5033,-0.193857
896,W8 5,51.4993,-0.191022
897,W8 6,51.4977,-0.197331
898,W8 7,51.503,-0.197867
899,W8 9,51.4988,-0.198026
900,W9 1,51.5269,-0.188376
901,W9 2,51.5244,-0.193736
902,W9 3,51.5258,-0.199181
903,W9 4,51.4988,-0.198381
904,W10 4,51.5267,-0.212596
905,W10 5,51.5202,-0.217385
906,W10 6,51.5165,-0.220382
907,W10 9,51.5132,-0.296413
908,W11 1,51.5159,-0.209501
909,W11 2,51.514,-0.208244
910,W11 3,51.5105,-0.204466
911,W11 4,51.5103,-0.213489
912,W11 9,51.514,-0.29821
913,W12 0,51.5132,-0.236182
914,W12 2,51.513,-0.290408
915,W12 6,51.5116,-0.244033
916,W12 7,51.5105,-0.229231
917,W12 8,51.5062,-0.227354
918,W12 9,51.5051,-0.239832
919,W13 0,51.5158,-0.324631
920,W13 3,51.5139,-0.321631
921,W13 8,51.5165,-0.319062
922,W13 9,51.5081,-0.320344
923,W14 0,51.4975,-0.214567
924,W14 4,51.4967,-0.212539
925,W14 8,51.4974,-0.209233
926,W14 9,51.491,-0.209354
927,WC1A 1,51.517,-0.126886
928,WC1A 2,51.518,-0.123737
929,WC1A 5,51.5174,-0.12204
930,WC1A 9,51.5211,-0.12073
931,WC1B 3,51.5182,-0.128524
932,WC1B 4,51.5195,-0.122989
933,WC1B 5,51.5203,-0.125179
934,WC1E 6,51.5216,-0.134127
935,WC1E 7,51.52,-0.13115
936,WC1H 0,51.524,-0.128943
937,WC1H 8,51.5258,-0.123107
938,WC1H 9,51.5249,-0.12622
939,WC1N 1,51.5229,-0.124427
940,WC1N 2,51.5219,-0.117663
941,WC1N 3,51.5212,-0.119726
942,WC1R 4,51.5191,-0.118127
943,WC1R 5,51.5193,-0.114202
944,WC1V 6,51.518,-0.118123
945,WC1V 7,51.5175,-0.118202
946,WC1X 0,51.5246,-0.115245
947,WC1X 8,51.5226,-0.117723
948,WC1X 9,51.5264,-0.118054
949,WC2A 1,51.5164,-0.114164
950,WC2A 2,51.5146,-0.115822
951,WC2A 3,51.5164,-0.116444
952,WC2B 4,51.5138,-0.118947
953,WC2B 5,51.5153,-0.122287
954,WC2B 6,51.5155,-0.120681
955,WC2B 8,51.5111,-0.123739
956,WC2E 7,51.5118,-0.1219
957,WC2E 8,51.5121,-0.124263
958,WC2E 9,51.5132,-0.125027
959,WC2H 0,51.5126,-0.128634
960,WC2H 7,51.5118,-0.129382
961,WC2H 8,51.5156,-0.127643
962,WC2H 9,51.5145,-0.126077
963,WC2N 4,51.5115,-0.126529
964,WC2N 5,51.5083,-0.125705
965,WC2N 6,51.5094,-0.123565
966,WC2R 0,51.5114,-0.122496
967,WC2R 1,51.5133,-0.116513
968,WC2R 2,51.5123,-0.117239
969,WC2R 3,51.5124,-0.114042
